id,temperature_c,humidity_pct,wind_speed_kmh,rainfall_last_day_mm,people_displaced,fire_last_year,fire_last_5_years,fire_ever,fire_occurred,trees_burned
55,31.0,16.5,50.6,1.46,363,No,No,Yes,Yes,3845
56,40.0,22.3,88.6,0.08,3,No,Yes,Yes,Yes,2772
57,42.6,12.0,63.1,0.49,613,No,Yes,Yes,Yes,8765
58,34.4,20.4,42.9,1.64,0,Yes,Yes,Yes,No,NA
59,6.0,72.3,19.9,14.16,0,No,No,No,No,NA
60,14.8,62.8,21.0,13.95,0,No,No,No,No,NA
61,15.0,67.3,16.3,7.44,0,No,No,No,No,NA
62,21.2,41.6,26.4,3.04,0,No,No,No,No,NA
63,14.3,92.5,10.8,18.03,0,No,No,No,No,NA
64,18.9,38.5,55.2,3.42,411,No,Yes,Yes,Yes,716
65,21.9,42.5,48.5,7.13,0,No,No,No,No,NA
66,17.5,78.0,11.5,19.11,0,No,No,No,No,NA
67,36.3,28.2,83.0,0.17,317,Yes,Yes,Yes,Yes,5739
68,34.7,22.9,46.7,0.32,1709,No,No,Yes,Yes,1254
69,33.1,26.0,49.8,0.35,32,No,Yes,Yes,Yes,1924
70,26.6,35.5,35.1,1.01,495,No,Yes,Yes,Yes,237
71,6.2,92.4,12.7,27.6,0,No,No,No,No,NA
72,33.7,15.2,75.8,0.4,811,Yes,Yes,Yes,Yes,9246
73,31.0,17.2,46.2,1.04,628,No,No,Yes,Yes,3057
74,19.8,60.0,13.8,15.53,0,No,No,No,No,NA
75,21.3,68.2,15.9,15.75,0,No,No,No,No,NA
76,20.3,25.2,56.6,0.0,0,No,No,No,No,NA
77,42.5,22.9,103.0,0.48,55,No,Yes,Yes,Yes,5550
78,22.9,29.6,37.0,1.11,0,No,No,No,No,NA
79,26.0,32.9,20.3,0.88,0,Yes,Yes,Yes,No,NA
80,8.0,75.5,20.2,15.32,0,No,No,No,No,NA
81,24.0,67.1,27.8,3.02,0,No,No,No,No,NA
82,34.8,24.6,38.5,0.03,1422,No,Yes,Yes,Yes,3462
83,21.9,48.0,33.4,4.01,0,No,No,No,No,NA
84,29.8,43.8,18.8,1.09,139,No,Yes,Yes,Yes,703
85,40.7,18.6,53.0,0.47,72,No,No,Yes,Yes,874
86,24.7,37.5,36.2,1.13,0,No,No,No,No,NA
87,35.3,20.7,83.9,0.17,807,No,No,Yes,Yes,3145
88,33.9,24.4,85.7,0.81,1203,No,Yes,Yes,Yes,929
89,41.9,26.3,58.0,0.5,96,No,No,Yes,Yes,2045
90,24.6,50.7,35.9,4.34,0,No,Yes,Yes,No,NA
91,34.6,21.5,79.2,1.77,0,Yes,Yes,Yes,No,NA
92,39.9,34.4,46.9,0.27,1093,No,No,Yes,Yes,926
93,33.8,21.3,72.4,0.74,550,Yes,Yes,Yes,Yes,1337
94,24.8,29.9,41.1,1.95,112,Yes,Yes,Yes,Yes,27
95,20.4,40.9,19.2,1.92,0,No,No,No,No,NA
96,28.7,37.3,42.5,0.52,0,No,No,No,No,NA
97,31.4,34.2,37.5,0.07,874,No,Yes,Yes,Yes,126
98,24.1,42.4,36.7,1.08,79,No,Yes,Yes,Yes,858
99,12.9,64.1,30.9,12.02,0,No,No,No,No,NA
100,36.1,17.6,51.4,0.21,343,No,No,Yes,Yes,1080
101,37.6,10.7,36.8,0.05,215,No,Yes,Yes,Yes,231
102,23.0,37.4,34.8,1.51,299,No,Yes,Yes,Yes,745
103,8.9,90.9,5.9,36.95,0,No,No,No,No,NA
104,22.9,39.2,47.5,2.67,0,No,No,No,No,NA
105,22.9,36.9,58.2,0.73,228,No,Yes,Yes,Yes,538
106,5.5,84.1,20.1,6.33,0,No,No,No,No,NA
107,23.5,37.0,56.1,2.6,0,No,Yes,Yes,Yes,935
108,33.6,23.9,64.7,1.64,0,No,No,No,No,NA
109,23.2,27.6,37.2,0.28,539,Yes,Yes,Yes,Yes,602
110,12.8,78.8,36.8,17.36,0,No,Yes,Yes,No,NA
111,26.9,39.6,44.6,1.91,0,No,No,Yes,No,NA
112,5.9,78.8,20.1,10.56,0,No,No,No,No,NA
113,29.7,25.0,76.8,0.42,391,Yes,Yes,Yes,Yes,130
114,29.0,38.4,42.5,1.36,0,No,No,No,No,NA
115,29.7,44.1,33.3,5.67,0,No,Yes,Yes,No,NA
116,22.6,54.8,35.2,3.2,0,No,No,No,No,NA
117,21.2,78.9,12.4,11.29,0,No,No,No,No,NA
118,29.1,37.9,54.3,2.99,34,No,Yes,Yes,Yes,1045
119,25.8,20.4,25.1,1.42,99,Yes,Yes,Yes,Yes,1012
120,29.9,15.3,72.1,1.41,2171,Yes,Yes,Yes,Yes,2670
121,40.4,17.6,51.0,0.32,102,No,No,Yes,Yes,2638
122,12.3,64.6,14.8,23.06,0,No,No,No,No,NA
123,6.8,75.0,17.2,22.74,0,No,No,No,No,NA
124,20.1,56.6,20.6,19.89,0,No,No,No,No,NA
125,12.1,81.1,32.4,13.24,0,No,No,No,No,NA
126,18.0,76.5,17.9,9.31,0,No,No,No,No,NA
127,39.3,15.3,83.2,0.44,801,Yes,Yes,Yes,Yes,8414
128,34.2,23.4,80.5,0.1,728,No,No,Yes,Yes,1081
129,16.7,81.0,30.9,21.87,0,No,No,No,No,NA
130,28.6,35.8,40.7,2.34,0,Yes,Yes,Yes,No,NA
131,29.1,26.9,30.7,0.11,47,No,No,Yes,Yes,1554
132,27.1,24.0,63.2,2.14,0,No,No,No,No,NA
133,23.2,29.1,24.5,0.1,0,No,No,No,No,NA
134,33.3,32.6,34.4,0.2,10,No,No,Yes,Yes,381
135,42.1,11.0,95.6,0.91,3193,No,No,Yes,Yes,3868
136,37.7,21.1,50.8,0.35,0,No,Yes,Yes,Yes,599
137,8.7,88.8,6.1,17.17,0,No,No,No,No,NA
138,24.7,69.8,28.9,11.27,0,No,No,No,No,NA
139,17.2,75.8,8.3,37.85,0,No,No,No,No,NA
140,19.9,75.7,20.7,11.83,0,No,No,No,No,NA
141,29.2,32.9,38.6,0.61,137,Yes,Yes,Yes,Yes,2604
142,27.1,35.1,50.9,1.39,100,No,Yes,Yes,Yes,2322
143,37.5,12.5,77.7,0.89,93,Yes,Yes,Yes,Yes,7686
144,14.4,85.1,12.0,13.27,0,No,No,No,No,NA
145,26.6,33.2,29.8,0.3,205,Yes,Yes,Yes,Yes,235
146,27.1,25.3,54.2,1.31,315,No,No,Yes,Yes,424
147,41.6,23.4,55.8,0.29,1459,Yes,Yes,Yes,Yes,5675
148,13.8,86.0,14.1,15.96,0,No,No,No,No,NA
149,24.7,33.0,48.5,0.47,0,No,No,No,No,NA
150,40.1,15.0,70.5,0.47,1738,No,No,Yes,Yes,4915
151,35.3,11.7,73.0,0.48,26,No,Yes,Yes,Yes,2044
152,25.2,43.2,48.2,2.08,0,No,No,No,No,NA
153,32.3,32.3,51.9,0.5,673,Yes,Yes,Yes,Yes,3635
154,27.2,34.8,67.0,1.05,180,No,No,Yes,Yes,929
155,11.1,84.1,9.5,38.74,0,No,No,No,No,NA
156,27.1,30.9,41.9,0.38,0,No,No,Yes,No,NA
157,39.2,23.7,109.0,0.68,1035,No,No,Yes,Yes,6554
158,33.1,27.7,66.4,0.72,0,No,No,No,No,NA
159,33.1,17.6,49.5,0.47,43,No,Yes,Yes,Yes,1756
160,19.2,22.9,34.3,3.11,417,No,Yes,Yes,Yes,733
161,31.7,37.9,59.4,1.68,685,No,No,Yes,Yes,2435
162,13.2,70.5,34.8,13.41,0,No,No,No,No,NA
163,22.0,61.2,9.1,12.79,0,No,No,No,No,NA
164,24.7,46.3,38.3,6.8,0,No,No,No,No,NA
165,26.8,27.2,52.3,0.04,70,No,No,Yes,Yes,4232
166,15.3,73.0,20.6,8.09,0,No,No,No,No,NA
167,37.3,26.1,76.5,0.57,526,Yes,Yes,Yes,Yes,1542
168,41.3,16.9,62.2,0.49,282,No,Yes,Yes,Yes,1330
169,29.9,42.7,41.8,0.15,563,Yes,Yes,Yes,Yes,2261
170,18.1,75.4,28.8,18.32,0,No,No,No,No,NA
171,5.5,85.8,17.5,11.09,0,No,No,No,No,NA
172,30.5,43.3,46.2,1.11,0,No,No,No,No,NA
173,19.1,81.6,15.5,3.75,0,No,No,No,No,NA
174,29.2,21.1,47.7,0.16,10,No,No,Yes,Yes,2887
175,28.5,44.9,46.4,0.47,0,No,No,No,No,NA
176,31.4,24.2,27.6,0.03,76,No,No,Yes,Yes,389
177,19.7,61.9,19.2,10.11,0,No,No,No,No,NA
178,27.7,49.3,44.9,5.97,226,No,No,Yes,Yes,1293
179,41.3,8.2,30.9,0.33,743,Yes,Yes,Yes,Yes,1554
180,36.1,24.1,73.7,0.23,402,No,No,Yes,Yes,1137
181,32.6,30.7,77.8,1.57,731,Yes,Yes,Yes,Yes,6453
182,26.7,20.3,31.0,3.33,0,No,No,No,No,NA
183,9.9,87.1,17.0,36.36,0,No,No,No,No,NA
184,36.2,12.6,39.4,0.46,1670,No,No,Yes,Yes,626
185,17.7,76.3,25.2,14.32,0,No,No,No,No,NA
186,30.4,29.7,39.1,1.58,0,No,No,No,No,NA
187,37.9,23.6,77.9,0.21,241,No,No,Yes,Yes,5155
188,27.3,31.6,64.8,1.77,232,No,Yes,Yes,Yes,445
189,25.8,42.2,42.3,6.93,164,No,No,Yes,Yes,1363
190,26.6,31.9,37.2,1.04,151,No,Yes,Yes,Yes,1740
191,35.5,28.9,96.0,0.82,0,Yes,Yes,Yes,No,NA
192,18.8,55.7,5.9,8.65,0,No,No,No,No,NA
193,33.6,32.8,66.1,1.41,209,Yes,Yes,Yes,Yes,636
194,18.7,60.9,23.0,5.1,0,No,No,No,No,NA
195,43.7,23.4,80.2,0.02,32,No,No,Yes,Yes,8344
196,44.2,19.5,47.9,0.3,209,Yes,Yes,Yes,Yes,737
197,15.5,92.9,22.8,21.38,0,No,No,No,No,NA
198,24.3,60.5,28.3,17.6,0,No,No,No,No,NA
199,39.5,33.5,55.4,0.04,93,No,No,Yes,Yes,976
200,22.2,36.1,40.0,4.65,36,No,No,Yes,Yes,414
201,34.3,13.4,79.5,0.32,504,No,Yes,Yes,Yes,641
202,38.0,17.4,70.2,1.94,225,Yes,Yes,Yes,Yes,1398
203,31.9,22.8,76.5,0.51,41,No,Yes,Yes,Yes,4007
204,24.4,36.4,25.5,0.54,0,No,No,No,No,NA
205,12.8,90.7,22.8,30.58,0,No,No,No,No,NA
206,21.1,72.7,25.3,12.49,0,No,No,Yes,No,NA
207,31.3,43.3,40.7,1.04,341,No,No,Yes,Yes,1052
208,23.7,61.7,9.7,16.97,0,No,No,No,No,NA
209,25.7,52.2,27.5,7.49,0,Yes,Yes,Yes,No,NA
210,27.8,52.4,35.2,7.24,76,No,Yes,Yes,Yes,272
211,17.6,75.6,8.6,8.59,0,No,No,No,No,NA
212,32.3,23.7,74.3,0.13,432,No,No,Yes,Yes,1774
213,32.2,20.9,26.2,0.99,515,Yes,Yes,Yes,Yes,465
214,21.7,66.6,14.9,19.07,3,No,No,Yes,Yes,253
215,42.1,13.8,44.4,0.17,1686,No,No,Yes,Yes,5878
216,36.2,10.5,70.8,0.18,211,No,No,Yes,Yes,57
217,11.6,70.5,7.8,38.94,0,No,No,No,No,NA
218,42.5,23.0,83.1,0.02,2366,No,Yes,Yes,Yes,2393
219,31.6,10.3,64.2,0.04,2289,Yes,Yes,Yes,Yes,549
220,29.7,30.7,27.4,0.25,41,No,Yes,Yes,Yes,344
221,35.3,26.4,66.0,0.4,0,No,Yes,Yes,No,NA
222,37.8,15.6,53.3,0.38,398,No,No,Yes,Yes,3102
223,25.6,44.8,25.0,7.91,205,No,No,Yes,Yes,83
224,38.7,22.2,51.2,0.38,650,No,No,Yes,Yes,4823
225,21.8,70.4,26.2,16.78,0,No,No,No,No,NA
226,31.2,27.6,65.3,1.41,882,No,Yes,Yes,Yes,1334
227,19.2,74.6,26.8,12.93,0,No,No,No,No,NA
228,31.5,22.1,54.1,1.05,757,No,No,Yes,Yes,56
229,32.4,16.1,58.7,0.58,1942,No,Yes,Yes,Yes,2230
230,17.6,92.3,24.1,5.9,0,No,No,No,No,NA
231,42.0,25.5,82.3,1.0,814,No,Yes,Yes,Yes,2537
232,40.8,16.9,35.9,0.19,395,No,Yes,Yes,Yes,5056
233,28.8,31.7,52.7,2.99,180,No,Yes,Yes,Yes,191
234,39.0,26.4,109.4,0.89,163,Yes,Yes,Yes,Yes,4916
235,25.2,27.1,64.7,2.55,2,No,Yes,Yes,Yes,1370
236,30.9,33.4,29.8,1.0,0,No,No,Yes,No,NA
237,17.1,63.6,16.0,16.24,0,No,No,No,No,NA
238,13.1,62.5,15.1,14.49,0,No,No,No,No,NA
239,40.5,19.6,64.7,0.07,190,Yes,Yes,Yes,Yes,5758
240,10.8,79.6,6.1,36.17,0,No,No,No,No,NA
241,28.7,19.8,48.9,0.32,179,Yes,Yes,Yes,Yes,2800
242,39.8,16.4,67.1,1.35,256,No,Yes,Yes,Yes,2059
243,18.6,59.7,29.3,7.23,0,No,No,No,No,NA
244,20.7,68.4,29.5,24.15,0,No,No,No,No,NA
245,14.4,64.8,18.5,8.22,9,No,No,Yes,Yes,57
246,37.1,25.7,83.3,0.47,1271,No,Yes,Yes,Yes,1354
247,42.4,20.1,63.6,0.45,705,No,No,Yes,Yes,2548
248,10.3,82.8,7.5,31.27,0,No,No,No,No,NA
249,39.6,25.3,51.7,0.72,101,No,Yes,Yes,Yes,4293
250,25.7,38.3,60.3,1.52,472,No,No,Yes,Yes,198
251,24.0,53.2,42.1,7.12,0,Yes,Yes,Yes,No,NA
252,29.0,35.5,39.6,3.97,0,No,No,No,No,NA
253,26.8,22.3,65.6,1.47,0,Yes,Yes,Yes,No,NA
254,14.8,73.9,19.8,24.33,0,No,No,No,No,NA
255,28.1,31.4,53.7,1.02,0,No,No,No,No,NA
256,29.4,37.2,41.7,5.42,0,No,No,No,No,NA
257,25.3,20.9,34.8,0.44,0,No,No,Yes,No,NA
258,29.2,34.9,69.9,1.23,344,Yes,Yes,Yes,Yes,3560
259,34.1,28.5,48.2,1.35,0,No,No,No,No,NA
260,37.1,15.9,68.1,1.61,47,No,Yes,Yes,Yes,4331
261,23.5,36.9,37.3,1.53,0,No,No,No,No,NA
262,30.9,19.8,60.6,0.89,0,No,Yes,Yes,No,NA
263,20.9,61.0,20.7,4.12,0,No,No,No,No,NA
264,21.0,66.5,24.2,16.96,0,No,No,No,No,NA
265,24.9,35.9,46.4,2.78,184,No,Yes,Yes,Yes,345
266,12.7,60.3,39.8,19.51,0,No,No,No,No,NA
267,21.2,32.9,63.3,1.95,0,Yes,Yes,Yes,No,NA
268,38.2,28.7,89.2,0.25,202,Yes,Yes,Yes,Yes,8034
269,20.5,83.2,15.1,20.26,0,No,No,No,No,NA
270,23.8,47.9,27.5,2.23,3,No,No,Yes,Yes,610
271,32.0,43.9,39.8,1.5,78,No,Yes,Yes,Yes,223
272,23.0,25.8,37.6,0.57,0,No,No,Yes,No,NA
273,16.3,67.1,29.8,14.32,0,No,No,No,No,NA
274,28.1,34.1,47.1,1.45,336,No,Yes,Yes,Yes,1933
275,16.6,84.3,37.3,22.04,0,No,No,No,No,NA
276,19.0,36.2,53.9,1.33,0,No,No,No,No,NA
277,32.5,34.6,45.9,0.9,448,No,No,Yes,Yes,59
278,26.5,31.6,47.7,1.89,257,No,Yes,Yes,Yes,465
279,27.2,36.7,52.5,0.38,0,No,No,No,No,NA
280,12.2,75.7,16.5,8.96,0,No,No,No,No,NA
281,33.5,33.6,60.0,0.27,1000,No,Yes,Yes,Yes,4417
282,38.0,22.8,46.9,1.92,28,No,No,Yes,Yes,779
283,20.4,49.0,48.4,3.95,17,No,Yes,Yes,Yes,221
284,21.7,49.9,26.9,6.23,0,No,No,No,No,NA
285,27.4,30.3,46.2,0.71,263,No,No,Yes,Yes,787
286,44.0,19.5,45.3,0.1,5,No,No,Yes,Yes,1520
287,32.4,21.1,67.4,0.69,2001,No,Yes,Yes,Yes,3462
288,32.3,24.9,59.2,0.24,841,No,No,Yes,Yes,390
289,39.6,28.9,57.9,0.46,0,No,Yes,Yes,No,NA
290,41.6,21.8,52.6,0.17,8,No,Yes,Yes,Yes,1669
291,22.3,40.0,45.7,5.06,0,No,No,No,No,NA
292,17.7,61.8,17.5,6.72,0,No,No,No,No,NA
293,24.9,55.9,19.0,15.88,0,No,No,No,No,NA
294,25.6,27.3,36.3,3.18,0,No,No,No,No,NA
295,28.0,35.3,57.0,1.02,0,No,Yes,Yes,No,NA
296,41.2,19.4,83.0,0.39,129,No,No,Yes,Yes,10797
297,32.9,22.9,70.9,1.86,1733,No,Yes,Yes,Yes,1510
298,34.2,31.7,24.0,0.36,0,No,No,No,No,NA
299,29.7,48.8,40.2,7.41,0,No,No,No,No,NA
300,17.8,61.4,5.6,4.96,0,No,No,No,No,NA
301,5.6,81.2,22.9,14.89,0,No,No,No,No,NA
302,14.5,94.1,17.0,7.78,0,No,No,No,No,NA
303,27.2,35.1,24.5,5.32,8,Yes,Yes,Yes,Yes,612
304,26.1,26.8,27.3,1.66,121,No,No,Yes,Yes,529
305,38.5,15.5,52.7,1.31,10,No,Yes,Yes,Yes,2552
306,19.7,62.2,34.4,12.31,0,No,No,No,No,NA
307,13.5,84.5,27.2,8.06,0,No,No,No,No,NA
308,37.2,30.5,52.4,1.55,0,No,Yes,Yes,No,NA
309,31.7,10.2,78.5,0.66,8,No,Yes,Yes,Yes,2049
310,16.2,68.6,10.1,15.99,0,No,No,No,No,NA
311,24.0,76.8,26.4,16.02,0,No,No,No,No,NA
312,10.7,91.5,9.3,36.93,0,No,No,No,No,NA
313,9.2,92.6,7.2,30.67,0,No,No,No,No,NA
314,29.4,32.0,29.1,1.13,0,No,No,Yes,No,NA
315,5.4,70.5,19.2,13.46,0,No,No,No,No,NA
316,29.1,31.0,59.8,0.65,0,No,No,Yes,No,NA
317,42.4,12.7,68.0,0.09,2226,No,No,Yes,Yes,1511
318,12.5,92.1,9.2,35.92,0,No,No,No,No,NA
319,30.2,32.3,79.8,0.6,274,No,Yes,Yes,Yes,100
320,32.5,29.3,39.9,0.83,0,No,No,No,No,NA
321,31.7,44.6,21.3,0.7,0,No,No,No,No,NA
322,33.8,18.1,64.5,0.35,2513,No,Yes,Yes,Yes,197
323,16.3,64.5,30.6,6.25,0,No,No,No,No,NA
324,30.3,36.8,67.9,0.15,0,No,No,No,No,NA
325,14.5,76.8,8.5,14.26,0,No,No,No,No,NA
326,12.5,79.7,38.6,8.88,0,Yes,Yes,Yes,No,NA
327,26.9,54.6,45.6,5.88,0,No,No,No,No,NA
328,26.2,28.0,50.4,2.65,0,No,No,No,No,NA
329,35.1,16.5,89.3,0.35,213,No,No,Yes,Yes,7838
330,43.8,8.8,71.7,0.16,2763,Yes,Yes,Yes,Yes,3382
331,15.4,73.7,21.4,21.15,0,No,No,No,No,NA
332,27.1,42.9,33.4,5.1,0,No,No,No,No,NA
333,18.6,83.1,33.0,8.77,0,No,No,No,No,NA
334,25.2,44.5,22.7,1.57,0,No,No,No,No,NA
335,14.0,64.2,21.0,17.82,0,No,No,No,No,NA
336,21.4,75.7,27.4,17.62,0,No,No,No,No,NA
337,23.4,28.1,30.1,0.31,26,No,No,Yes,Yes,757
338,36.3,24.0,59.1,1.6,0,No,No,Yes,No,NA
339,24.9,48.2,36.8,4.43,0,Yes,Yes,Yes,No,NA
340,30.8,13.6,93.1,0.27,650,No,Yes,Yes,Yes,830
341,32.5,30.8,51.2,2.76,0,No,Yes,Yes,No,NA
342,26.7,37.1,30.3,0.72,0,No,No,Yes,No,NA
343,22.5,33.3,38.2,0.28,0,No,No,No,No,NA
344,16.1,83.4,29.3,20.42,0,No,No,No,No,NA
345,36.4,23.7,79.8,0.35,156,Yes,Yes,Yes,Yes,2082
346,12.4,77.0,26.6,19.92,0,No,No,No,No,NA
347,16.0,84.3,5.3,22.39,0,No,No,No,No,NA
348,28.7,28.6,68.4,0.97,1731,No,No,Yes,Yes,1965
349,18.2,59.8,29.6,5.35,0,No,No,No,No,NA
350,28.1,25.1,62.9,1.11,1378,Yes,Yes,Yes,Yes,1775
351,34.0,12.6,62.5,0.65,894,No,No,Yes,Yes,2279
352,39.0,26.1,42.0,0.63,425,No,Yes,Yes,Yes,871
353,15.4,84.8,14.1,37.72,0,No,No,No,No,NA
354,34.3,22.6,37.5,0.07,0,No,No,No,No,NA
355,30.2,33.4,62.4,1.6,336,No,No,Yes,Yes,1939
356,22.8,72.9,17.9,10.38,0,No,No,No,No,NA
357,37.4,19.2,45.5,0.45,511,Yes,Yes,Yes,Yes,1307
358,16.4,89.9,19.1,30.18,0,No,No,No,No,NA
359,20.4,63.8,34.0,24.56,0,No,Yes,Yes,No,NA
360,13.5,87.4,9.0,10.21,0,No,No,No,No,NA
361,23.3,41.6,24.9,2.77,0,No,No,No,No,NA
362,12.7,72.2,10.5,20.19,0,No,No,No,No,NA
363,11.3,91.6,17.0,23.93,0,No,No,No,No,NA
364,40.0,25.3,104.3,0.58,215,Yes,Yes,Yes,Yes,32
365,18.3,66.2,11.2,15.36,0,No,No,No,No,NA
366,40.5,24.5,77.3,0.75,856,No,Yes,Yes,Yes,127
367,19.2,75.9,6.9,15.1,0,No,No,No,No,NA
368,28.3,36.8,63.7,0.96,108,No,Yes,Yes,Yes,414
369,31.0,26.4,41.7,0.51,0,No,Yes,Yes,No,NA
370,14.4,83.4,9.8,8.32,0,No,No,No,No,NA
371,20.5,34.9,28.5,0.69,0,No,No,No,No,NA
372,26.3,35.4,31.7,2.67,36,Yes,Yes,Yes,Yes,1306
373,5.9,78.4,7.0,12.52,0,No,No,No,No,NA
374,34.4,26.2,77.7,0.92,64,No,No,Yes,Yes,2201
375,18.8,63.8,20.3,6.09,0,No,No,No,No,NA
376,27.1,36.3,15.1,7.11,21,Yes,Yes,Yes,Yes,64
377,43.0,21.4,35.5,0.36,203,No,Yes,Yes,Yes,3173
378,41.8,24.9,99.9,0.8,1365,No,Yes,Yes,Yes,10784
379,18.6,75.8,12.0,20.23,0,No,No,No,No,NA
380,8.1,84.7,16.2,35.71,0,No,No,No,No,NA
381,37.1,21.3,77.6,0.34,0,No,No,No,No,NA
382,32.4,29.6,46.9,2.38,0,No,No,No,No,NA
383,30.7,25.1,39.6,0.05,211,No,No,Yes,Yes,1307
384,6.1,79.8,14.3,6.14,0,No,No,No,No,NA
385,22.0,66.1,21.5,16.53,0,No,No,No,No,NA
386,36.9,23.2,53.4,0.17,679,No,Yes,Yes,Yes,5461
387,29.6,45.1,49.6,1.92,0,Yes,Yes,Yes,No,NA
388,16.0,61.1,19.1,13.83,0,No,No,No,No,NA
389,19.3,78.8,30.0,5.97,0,No,No,No,No,NA
390,22.8,37.5,37.8,2.87,288,No,No,Yes,Yes,879
391,33.9,28.8,40.7,1.75,0,Yes,Yes,Yes,No,NA
392,20.9,78.2,32.5,3.77,0,No,No,No,No,NA
393,31.9,21.8,84.6,0.05,709,No,No,Yes,Yes,3030
394,12.3,73.7,22.2,4.86,0,No,No,No,No,NA
395,39.6,29.2,67.6,0.55,207,No,Yes,Yes,Yes,3726
396,34.1,20.6,40.2,0.16,95,No,Yes,Yes,Yes,4958
397,30.4,21.4,57.5,0.22,385,No,Yes,Yes,Yes,2889
398,34.0,23.2,46.4,1.78,57,No,Yes,Yes,Yes,3449
399,26.0,43.3,41.2,0.87,0,No,No,Yes,No,NA
400,38.9,19.9,48.3,0.3,132,No,No,Yes,Yes,5864
401,31.2,39.2,57.2,0.5,558,No,No,Yes,Yes,1323
402,24.0,45.0,26.8,6.99,0,No,No,Yes,No,NA
403,29.4,43.0,25.3,1.02,149,No,Yes,Yes,Yes,1315
404,26.7,35.7,52.2,3.41,12,No,Yes,Yes,Yes,361
405,31.7,27.6,48.2,2.11,0,No,Yes,Yes,No,NA
406,14.7,65.3,16.7,5.06,0,No,No,No,No,NA
407,28.6,34.0,23.6,1.68,17,No,Yes,Yes,Yes,140
408,18.0,60.8,26.1,13.29,0,No,No,No,No,NA
